[1/11/23, 3:41:35 PM] Gen: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Nadie fuera de este chat, ni siquiera WhatsApp, puede leerlos ni escucharlos.
[1/11/23, 3:41:35 PM] Venegas: ‎Venegas creó este grupo.PM]
‎[24/4/24, 6:19:43 PM] Sebas: ‎sticker omitido
[24/4/24, 6:20:27 PM] Venegas: Vaya jalésela, deje de joder ‎<Se editó este mensaje.>
[24/4/24, 6:22:26 PM] Dixon Montero: 🤣🤣🤣
[25/4/24, 1:35:35 AM] Dixon Montero: Maes avisen cuando lleguen a sus casitas
[25/4/24, 1:35:37 AM] Dixon Montero: 🙌🏻
[25/4/24, 9:34:11 AM] Venegas: @50689522806
[25/4/24, 9:34:15 AM] Venegas: Maikol dijo Figueres
‎[25/4/24, 9:34:19 AM] Venegas: ‎sticker omitido
[25/4/24, 9:34:21 AM] Venegas: Y que gana
‎[25/4/24, 9:34:22 AM] Venegas: ‎sticker omitido
[25/4/24, 9:34:31 AM] Venegas: Y dijo "A quién le pregunta?"
[25/4/24, 9:34:40 AM] Venegas: *FALTASTE SOROMPA*
‎[25/4/24, 9:34:42 AM] Venegas: ‎sticker omitido
[25/4/24, 9:36:00 AM] Ashley Padilla: Jajajaja no entendí. Por qué dijo Figueres? Y quien ganaba que?
[25/4/24, 9:39:23 AM] Paula: El profe dijo
‎[25/4/24, 9:39:28 AM] Paula: ‎sticker omitido
[25/4/24, 10:03:58 AM] Venegas: Chat ptg es racista
‎[25/4/24, 10:04:00 AM] Venegas: ‎sticker omitido
[25/4/24, 10:04:03 AM] Venegas: Básicamente
[25/4/24, 10:04:46 AM] Adrian: chat ptg es un algoritmo de procesamiento de texto inventado por Venegas por si acaso
[25/4/24, 10:05:19 AM] Adrian: Y es racista porque lo invento un negro (me pase verga ik xd)
[25/4/24, 10:22:50 AM] Venegas: JAJAJAJAJA
[25/4/24, 10:22:53 AM] Venegas: Venga a clases malparido
‎[25/4/24, 10:22:55 AM] Venegas: ‎sticker omitido
[25/4/24, 10:37:42 AM] Venegas: @50687068012 sacate la mierda del oido malparido
‎[25/4/24, 10:37:44 AM] Venegas: ‎sticker omitido
[25/4/24, 10:41:34 AM] Dixon Montero: A su hermana es la que le voy a sacar la mierda playo
[25/4/24, 10:43:53 AM] Venegas: *(Snif Snif) Huele a chimado
[25/4/24, 11:02:22 AM] Santiago Actuariales: Para el partido
[25/4/24, 11:05:18 AM] Javier Hernández: A qué hora es?
[25/4/24, 11:06:38 AM] Venegas: 3
[25/4/24, 11:06:43 AM] Venegas: Sin tacos
[25/4/24, 11:06:47 AM] Venegas: Solo tennis
[25/4/24, 11:06:49 AM] Venegas: por aqurllo
[25/4/24, 11:07:05 AM] Javier Hernández: Listo
[25/4/24, 12:11:32 PM] Adrian: las canchas son asi de pequeñas?
[25/4/24, 1:30:18 PM] Santiago Actuariales: Me imagino que sí
‎[25/4/24, 6:10:34 PM] Dixon Montero: ‎imagen omitida
‎[25/4/24, 6:10:34 PM] Dixon Montero: ‎imagen omitida
‎[25/4/24, 6:10:34 PM] Dixon Montero: ‎imagen omitida
[26/4/24, 8:48:08 AM] Javier Hernández: Hey, los que vamos a la mejenga hoy… vamos a llevar algún color?
[26/4/24, 9:00:34 AM] Dixon Montero: Rosado puta es
[26/4/24, 9:00:36 AM] Dixon Montero: 🤣🤣🤣
[26/4/24, 9:41:49 AM] Javier Hernández: Llevamos portero??
[26/4/24, 9:41:52 AM] Javier Hernández: Pregunta seria
[26/4/24, 10:03:01 AM] Santiago Actuariales: Maikol dijo que podían ser equipos pequeños, que ahí se armaban, entonces sería llevar varias camisas
[26/4/24, 10:24:37 AM] Adrian: Cualquiera vara yo puedo atajar. Pero debería poder jugar, ya mi tobillo está al 90%
[26/4/24, 10:33:57 AM] Javier Hernández: Hoy: 
https://www.instagram.com/reel/C5YmCzsLp_C/?igsh=OGtxMXA4Nmx5a3Z3
‎[26/4/24, 10:34:39 AM] Javier Hernández: ‎Video omitido
[26/4/24, 10:37:40 AM] Adrian: Mae literal soy yo en este preciso momento Jajajaja. Lo quiero ver jugar como cristiano en la euro 2016 btw ‎<Se editó este mensaje.>
‎[26/4/24, 10:46:35 AM] Felix: ‎sticker omitido
[26/4/24, 11:51:43 AM] Anthony: Alguno se va desde la U para el partido?
[26/4/24, 11:51:57 AM] Gustavo Amador: yo
[26/4/24, 11:52:22 AM] Felix: Yo
[26/4/24, 12:23:55 PM] Fabian Brenes: yo
[26/4/24, 12:38:39 PM] Dixon Montero: ‎Cambió tu código de seguridad con Dixon Montero.
[26/4/24, 12:35:44 PM] Dixon Montero: Maes escríbanme perdí los contactos me ponen nombre y apellido
[26/4/24, 2:04:49 PM] Javier Hernández: Maes, por si acaso lleven una camisa negra y una blanca
[26/4/24, 2:04:55 PM] Javier Hernández: Y sino equis jaja
[26/4/24, 2:51:04 PM] Gerard: Ya están?
‎[26/4/24, 5:15:33 PM] Sofía Bocker: ‎imagen omitida
‎[26/4/24, 5:15:33 PM] Sofía Bocker: ‎imagen omitida
[27/4/24, 6:01:29 PM] Andrés Montero: ‎Cambió tu código de seguridad con Andrés Montero.
[27/4/24, 6:20:00 PM] Andrés Montero: ‎Cambió tu código de seguridad con Andrés Montero.
[27/4/24, 6:23:07 PM] Andrés Montero: ‎Cambió tu código de seguridad con Andrés Montero.
[29/4/24, 12:23:45 PM] Gerard: ‎Cambió tu código de seguridad con Gerard.
[29/4/24, 1:37:19 PM] Gerard: ‎Cambió tu código de seguridad con Gerard.
[30/4/24, 3:41:23 PM] Venegas: De los que se sentaron al fondo, dejaron una botella megra
[5/5/24, 7:20:13 PM] Gerard: Alguno hizo un forro para mañana que quiera compartir? 🤔🫶🏻
[8/5/24, 4:53:29 PM] Dixon Montero: Pregunta para mañana que entra además de la cota de Cramer rao?
[8/5/24, 5:01:27 PM] Venegas: No sé si van hacer más de una pregunta
[8/5/24, 5:01:34 PM] Venegas: Pero yo diríia que es casi de fijo que viiene eso
[8/5/24, 5:01:35 PM] Venegas: Pero no sé
[9/5/24, 12:59:19 PM] Marco Guardia: ey deje mi compu en estadística
[9/5/24, 12:59:26 PM] Marco Guardia: alguien la vio?
[9/5/24, 12:59:33 PM] Marco Guardia: una mac
[9/5/24, 1:12:15 PM] Gerard: Yo no bro
[9/5/24, 1:12:25 PM] Marco Guardia: la cogió maikol
[9/5/24, 1:12:28 PM] Marco Guardia: todo bien xd 
gracias
[9/5/24, 1:20:43 PM] ~ Juan Pablo M.: agárrense que viene Viquez en conti 2
[9/5/24, 1:20:50 PM] Venegas: Eso es un hecho
[9/5/24, 1:20:56 PM] Venegas: Viquez va a dar Contingencias II
[9/5/24, 1:20:57 PM] Ashley Padilla: Cállense
[9/5/24, 1:20:58 PM] Venegas: 🙃🙃🙃
[9/5/24, 1:21:03 PM] Venegas: No no, es en serio
[9/5/24, 1:21:07 PM] Venegas: Si el mae no jala a Francia
[9/5/24, 1:21:11 PM] Venegas: El mae lo dará
[9/5/24, 1:21:14 PM] Venegas: ☠️🙃
[9/5/24, 1:21:31 PM] Javier Hernández: Listos para programar la cero cupón?
‎[9/5/24, 1:21:33 PM] Paula: ‎sticker omitido
[9/5/24, 1:21:38 PM] Venegas: CÁLLESEEEEE
[9/5/24, 1:21:48 PM] ~ Juan Pablo M.: deay no, será salir con los C3
‎[9/5/24, 1:21:50 PM] ~ Juan Pablo M.: ‎sticker omitido
[9/5/24, 1:21:59 PM] Ashley Padilla: Hay que esperarlos, pobrecitos
[9/5/24, 1:22:51 PM] Venegas: Yo igual salgo con los C3 por Herramientas
‎[9/5/24, 1:22:53 PM] Venegas: ‎sticker omitido
‎[9/5/24, 1:46:16 PM] Gustavo Amador: ‎imagen omitida
[9/5/24, 1:46:21 PM] Gustavo Amador: :)
[9/5/24, 1:46:28 PM] Gustavo Amador: Enserio
[9/5/24, 5:47:10 PM] Venegas: Este chiquillos! 
Recuerden que hay tiempo hasta las 6 para enviar lo del foro .-. ‎<Se editó este mensaje.>
[9/5/24, 5:47:45 PM] Dixon Montero: Mamapichas
[9/5/24, 5:47:48 PM] Dixon Montero: Casi me cago
‎[9/5/24, 5:47:51 PM] Dixon Montero: ‎sticker omitido
[9/5/24, 5:47:52 PM] Venegas: JAJAJA lo siento
[9/5/24, 5:48:10 PM] Venegas: Pero igual, los que no han mandado, que se muerdan y no pierdan esos puntos
‎[13/5/24, 3:11:34 PM] Lau Villacís: ‎imagen omitida
‎[13/5/24, 3:11:35 PM] Lau Villacís: ‎imagen omitida
‎[13/5/24, 3:11:36 PM] Lau Villacís: ‎imagen omitida
‎[13/5/24, 3:11:36 PM] Lau Villacís: ‎imagen omitida
[13/5/24, 3:12:02 PM] Gerard: Grx 👍🏻
[13/5/24, 3:12:30 PM] Ashley Padilla: Graciaaas
‎[13/5/24, 3:12:32 PM] Ashley Padilla: ‎sticker omitido
‎[13/5/24, 3:12:55 PM] Felix: ‎sticker omitido
[13/5/24, 3:13:44 PM] Venegas: Te pusiste la mil
[15/5/24, 1:19:57 PM] Javier Hernández: https://www.instagram.com/reel/C67ufiASetS/?igsh=MTRuNnhqM24zYndqMw==
‎[15/5/24, 1:20:41 PM] Corella: ‎sticker omitido
‎[15/5/24, 4:06:40 PM] Venegas: ‎imagen omitida
[15/5/24, 4:50:27 PM] Venegas: Por si no lo han leído
[15/5/24, 4:50:34 PM] Venegas: *SOLO FÓRMULAS EN EL FORRO*
[15/5/24, 4:50:43 PM] Venegas: Sino mister intenso los manda a comer mierda
‎[15/5/24, 4:50:44 PM] Venegas: ‎sticker omitido
[15/5/24, 4:51:17 PM] Venegas: ❕❗ *NO EJERCICIOS RESUELTOS, NO EJEMPLOS. Y HECHO A MANO*❗❕
[15/5/24, 5:14:57 PM] Javier Hernández: ‎Se eliminó este mensaje.
[15/5/24, 5:16:01 PM] Javier Hernández: ‎Se eliminó este mensaje.
[15/5/24, 5:17:07 PM] Javier Hernández: ‎Se eliminó este mensaje.
[15/5/24, 5:17:32 PM] Javier Hernández: Jajaja olvídenlo, ya me respondí solo
‎[15/5/24, 5:17:53 PM] Javier Hernández: ‎sticker omitido
[15/5/24, 5:23:00 PM] ~ Jeremy: Q asco jajaja legal que varas de mae
[15/5/24, 5:23:19 PM] Venegas: Explíquemelo plis
[15/5/24, 5:23:26 PM] Venegas: *x2*
[15/5/24, 7:36:27 PM] ~ Jeremy: una pregunta entra algo de distribución, lo de xi cuadrado y eso !?!?
[15/5/24, 7:36:49 PM] Javier Hernández: Eso no mae
[15/5/24, 7:36:55 PM] ~ Juan Pablo M.: nop, hasta el cap 7
[15/5/24, 7:36:57 PM] ~ Juan Pablo M.: creo
[15/5/24, 7:36:57 PM] ~ Jeremy: Oka
[15/5/24, 7:36:58 PM] Javier Hernández: Hasta capítulo 7
[15/5/24, 7:36:59 PM] Ashley Padilla: No. Los ejercicios recomendados que aparecen en mediación ni hay que hacerle mucho caso a lo del 8
[15/5/24, 7:38:23 PM] ~ Jeremy: Gracias
[15/5/24, 7:47:36 PM] Luis Fer Amey: zas
[15/5/24, 7:47:48 PM] Luis Fer Amey: Rao blackwell en el quiz
[15/5/24, 7:47:48 PM] Luis Fer Amey: bromita
[15/5/24, 7:48:25 PM] Javier Hernández: Maikol es el legítimo: 
Never let them know your next move
[15/5/24, 7:49:02 PM] Javier Hernández: Bien podría ser un examen solo de estadísticos minimales y 🤡 ‎<Se editó este mensaje.>
[15/5/24, 7:51:32 PM] Venegas: jajajaja
[15/5/24, 7:55:23 PM] Ashley Padilla: Saben si son 2 o 3 horas de examen?
[15/5/24, 8:01:41 PM] Javier Hernández: Creo que son 2
[15/5/24, 8:02:34 PM] ~ Juan Pablo M.: no es que el primero es de 3 horas y el segundo de 2 horas (?)
[15/5/24, 8:02:43 PM] ~ Jeremy: Se supone
[15/5/24, 8:03:03 PM] Javier Hernández: Uy, no sabría entonces
‎[15/5/24, 8:03:17 PM] Javier Hernández: ‎imagen omitida
[15/5/24, 8:03:22 PM] Javier Hernández: Ese dice ser de dos horas
[15/5/24, 8:03:29 PM] ~ Jeremy: Se supone xq el otro lo tendríamos que hacer con contingencias un lunes
‎[15/5/24, 8:04:33 PM] Ashley Padilla: ‎sticker omitido
‎[15/5/24, 8:04:34 PM] ~ Juan Pablo M.: ‎imagen omitida
[15/5/24, 8:05:00 PM] ~ Juan Pablo M.: mejor, así dura menos la tortura
[15/5/24, 8:05:00 PM] ~ Jeremy: Q asco
‎[15/5/24, 8:05:04 PM] ~ Juan Pablo M.: ‎sticker omitido
[15/5/24, 8:05:06 PM] Javier Hernández: Sacó la previa, que nivel
‎[15/5/24, 8:05:22 PM] Javier Hernández: ‎sticker omitido
[15/5/24, 8:07:29 PM] Corella: El sufrimiento se termina rápido tonces
‎[15/5/24, 8:07:39 PM] Corella: ‎sticker omitido
[15/5/24, 8:07:52 PM] Luis Fer Amey: es eficiente
‎[15/5/24, 8:08:04 PM] ~ Jeremy: ‎sticker omitido
‎[15/5/24, 8:09:11 PM] Javier Hernández: ‎sticker omitido
[15/5/24, 8:26:01 PM] Luis Fer Amey: ahí dice 5 días hábiles
[15/5/24, 8:26:21 PM] Luis Fer Amey: entonces no les quiero meter miedo pero es una posibilidad
‎[15/5/24, 8:26:40 PM] ~ Juan Pablo M.: ‎sticker omitido
[15/5/24, 8:26:51 PM] Luis Fer Amey: excepto les haya dicho el profe no, no es así
[15/5/24, 8:27:11 PM] Javier Hernández: Pero luego dice que hasta lo visto en semana 7
[15/5/24, 8:27:15 PM] Ashley Padilla: Yo le pregunté en consulta
[15/5/24, 8:27:18 PM] Javier Hernández: Eso es hasta semana U
[15/5/24, 8:27:19 PM] Ashley Padilla: Y hasta el 7
[15/5/24, 8:27:47 PM] Luis Fer Amey: panik
[15/5/24, 8:32:28 PM] Sofía Bocker: No no, él especificó que iba a llegar hasta el tema 7.5
‎[15/5/24, 8:33:49 PM] Sofía Bocker: ‎imagen omitida
[15/5/24, 8:38:57 PM] Dixon Montero: Entonces que putas ejercicios había que hacer??
[15/5/24, 8:39:06 PM] Ashley Padilla: Jajajajja
[15/5/24, 8:39:13 PM] Dixon Montero: Yo hice 7 y 8
[15/5/24, 8:39:13 PM] ~ Juan Pablo M.: JAJAJAJ
[15/5/24, 8:39:38 PM] Ashley Padilla: Bueno, ya estudió para el otro examen. Felicidades!
[15/5/24, 8:39:46 PM] Dixon Montero: Me cago en figueres
‎[15/5/24, 8:40:00 PM] Ashley Padilla: ‎sticker omitido
‎[15/5/24, 8:40:49 PM] Dixon Montero: ‎sticker omitido
[15/5/24, 8:43:41 PM] Javier Hernández: Va por la teja 🔥
[16/5/24, 7:25:56 AM] Javier Hernández: Buenos días! Alguien de casualidad pasa por el pretil o alguna fotocopiadora comprando cuaderno de examen? Es para ver si me compran uno y yo se lo pago 😅
[16/5/24, 7:26:28 AM] Santiago Actuariales: Yo tengo uno si ocupa
[16/5/24, 7:26:58 AM] Javier Hernández: Ah bueno, si puede porfa, más bien gracias 🙌🏽
[16/5/24, 8:03:21 AM] Venegas: Alguien ya llegó a la U
[16/5/24, 8:03:22 AM] Venegas: ?*
[16/5/24, 8:03:42 AM] Dixon Montero: Yo ya voy para el CIMPA
[16/5/24, 8:04:10 AM] ~ Jeremy: Donde es eso
[16/5/24, 8:04:38 AM] Dixon Montero: Mae del parqueo donde dejas el carro
[16/5/24, 8:04:39 AM] Venegas: Mae
[16/5/24, 8:04:43 AM] Venegas: Finca 2
[16/5/24, 8:04:53 AM] ~ Jeremy: En las oficinas !?!
[16/5/24, 8:05:25 AM] Dixon Montero: Ya les pasó ubica ahorita que llegue
[16/5/24, 8:08:07 AM] Corella: ‎Ubicación: https://maps.google.com/?q=9.939398,-84.042336
[16/5/24, 8:08:50 AM] Gerard: Se puede entrar por allí ?
[16/5/24, 8:09:00 AM] Corella: Sí pero en carro no
[16/5/24, 8:09:06 AM] Gerard: Oka
[16/5/24, 8:09:08 AM] Gerard: Grx
[16/5/24, 8:09:22 AM] Corella: En carro sería por el planetario
[16/5/24, 2:55:38 PM] Venegas: Alguien me rota
[16/5/24, 2:55:43 PM] Venegas: el sticker
[16/5/24, 2:55:44 PM] Venegas: que dice
[16/5/24, 2:55:58 PM] Venegas: "Sexo? No gracias, la UCR ya me coge todos los días"
[16/5/24, 2:56:05 PM] Venegas: Es para una tarea de Conti
‎[16/5/24, 3:03:58 PM] Anthony: ‎sticker omitido
‎[16/5/24, 3:50:12 PM] Javier Hernández: ‎imagen omitida
[16/5/24, 4:03:02 PM] Dixon Montero: Con razón los taparon
[16/5/24, 4:03:17 PM] Venegas: XS
[16/5/24, 4:03:19 PM] Venegas: XD
[17/5/24, 12:16:05 PM] Venegas: Oigan! Alguien ya está en San Pedro?
Está lloviendo?
[17/5/24, 12:16:18 PM] Ashley Padilla: Si
[17/5/24, 12:16:19 PM] Marco Guardia: sí está lloviendo
[17/5/24, 12:16:33 PM] Venegas: Picha
‎[17/5/24, 12:16:36 PM] Venegas: ‎sticker omitido
‎[17/5/24, 12:16:37 PM] Venegas: ‎sticker omitido
[17/5/24, 12:16:47 PM] Venegas: Curri está empezando llover
‎[17/5/24, 12:16:52 PM] Venegas: ‎sticker omitido
[17/5/24, 12:17:15 PM] Ashley Padilla: Ah bueno
[17/5/24, 12:34:44 PM] Venegas: dejó de llover?
[17/5/24, 1:02:31 PM] Sofía Bocker: Sí
‎[17/5/24, 1:04:58 PM] Venegas: ‎Video omitido
‎[17/5/24, 1:04:59 PM] Venegas: ‎sticker omitido
[17/5/24, 1:05:14 PM] Ashley Padilla: Ah bueno
[17/5/24, 1:06:13 PM] Venegas: Mae
‎[17/5/24, 1:06:14 PM] Venegas: ‎sticker omitido
‎[17/5/24, 8:25:13 PM] Dixon Montero: ‎imagen omitida
‎[17/5/24, 8:25:13 PM] Dixon Montero: ‎imagen omitida
